"Class Catalogue - Class Search Results"

"Search Type:","Class Search"
"Session:","Academic Year 2021/2022"
"Credit Scheme:","Strathclyde Standard 2003 and after"
"Classification:","Postgraduate"


"CODE","TITLE","CREDITS","LEVEL","UG/PG/CE","SEMESTER","EXCHANGE","ELECTIVE",
"EF943","Organisation Of Postgraduate Research Presentation Day (Year 2)","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"X3866","Organisation Studies In Education","20","Level 5","Postgraduate","Semester 2 2021/22","Y","EO",
"DM991","Organisational Buying Behaviour And Structures","10","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"HR966","Organisational Psychology (Summer)","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"CH924","Organising For Social Change: Strategy, Governance And Innovation","15","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"CH925","Organising For Social Change: Strategy, Governance And Innovation","20","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"BE939","Orthotic Engineering","20","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"BE930","Orthotic Management Of Diabetic Foot B","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"BE929","Orthotic Management Of Neurological Condition B","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"BE933","Orthotic Management Of Spinal Deformity B","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"BE937","Paediatric Lower Limb Prosthetics B","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"V1965","Palaeography, C.1500-1800","20","Level 5","Postgraduate","Semester 2 2021/22","Y","NE",
"EF940","Pathways To Research Enterprise: Enterprise Academy","10","Level 6","Postgraduate","Semester 2 2021/22","N","PE",
"HR958","People Resourcing","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"HR968","People Resourcing","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"DM810","People, Organisation And Leadership (Online)","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"DM918","People, Organisation And Technology","10","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"MS808","Performance Measurement And Management","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"MS929","Performance Measurement And Management","10","Level 5","Postgraduate","Semester 2 2021/22","Y","EO",
"MP817","Pharmaceutical Project Management And Digital Design","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MP826","Pharmaceutical Quality Systems","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"X3838","Philosophy Of Technology And Education","20","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"X3901","Philosophy With Children Theory","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"B1911","Physical Activity And Mental Health","20","Level 5","Postgraduate","Semester 2 2021/22","Y","NE",
"B1910","Physical Activity With Special Population Groups","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"ME972","Pilot Studies B","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"CL983","Placement In Industry","30","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"X3814","Policy And Practice: Early Career Development","20","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"L2994","Politics Of Non-Democratic Regimes","20","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"AG924","Portfolio Theory Management","10","Level 6","Postgraduate","Semester 2 2021/22","N","PE",
"AG996","Portfolio Theory Management","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"BF987","Postgraduate International Study Visit","2","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"BM942","Postgraduate Studies In Applied Biochemistry","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"BM944","Postgraduate Studies In Applied Immunology","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"BM943","Postgraduate Studies In Applied Microbiology","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"BM946","Postgraduate Studies In Applied Pharmacology","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"BM934","Postgraduate Studies In Clinical Biochemistry","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"BM940","Postgraduate Studies In Clinical Microbiology","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"BM941","Postgraduate Studies In Clinical Pharmacology","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"BM939","Postgraduate Studies In Immunology","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"BM951","Postgraduate Topics In Haematology","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"EE766","Power Electronics Conversion And Control","20","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"EE767","Power System Operation, Control And Protection","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"EE963","Power Systems And Wind Integration 2","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"FS910","Practical Examinations In Optional Classes","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"M9816","Practical Public Administration","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"MP827","Practical Skills For Pqgmp","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"L8907","Practice 2","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"X3942","Practice And Policies In Supporting Bilingual Learners","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"X9651","Practitioner Enquiry For Professional Learning","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"CL976","Pre-Stressed Concrete, Composite Materials And Structural Stability","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"X3849","Principles And Policy In Practice","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"CL948","Principles Of Environmental Microbiology","10","Level 5","Postgraduate","Semester 2 2021/22","Y","EO",
"AG989","Principles Of Finance","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MP830","Principles, Application And Method Development In Chromatography","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"L8914","Prisons, Power And Punishment","20","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"M9829","Privacy, Crime And Security","20","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"P3950","Producing Media","20","Level 5","Postgraduate","Semester 2 2021/22","Y","NE",
"DM944","Product Costing And Financial Management","10","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"DM923","Product Modelling And Visualisation","10","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"P3956","Production Dissertation","60","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"X7822","Professional Dimension","60","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"L5969","Professional Enquiry In Residential Child Care: Dissertation","60","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MP950","Professional Experiential Learning","120","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"EE701","Professional Practice Module","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"X3851","Professional Project","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"X3852","Professional Specialisation (Elt)","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"X3865","Professionalism And Professional Learning","20","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"MG937","Programme And Project Management","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"BE913","Project","120","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"CS958","Project","60","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"MG830","Project","40","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"CP933","Project Management","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"MG858","Project Management","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"MG861","Project Management","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"MG835","Project Portfolio Management","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"CP967","Project Scoping","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"C8991","Promoting Health (Spring)","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"C8995","Promoting Health (Summer)","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"LL944","Property, Law And Inheritance 1","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"BE938","Prosthetic Engineering","20","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"BE902","Prosthetics And Orthotics","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"X9744","Providing Effective Educational Support","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"C8984","Psychobiology And Cognitive Psychology (Spring)","20","Level 5","Postgraduate","Semester 2 2021/22","Y","NE",
"HR956","Psychometrics In Organisations (Spring)","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"CL913","Public Health Studies","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"L2909","Qualitative Methods","20","Level 5","Postgraduate","Semester 2 2021/22","Y","NE",
"C8985","Qualitative Research Methods","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MS823","Quantitative Business Analysis","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"AG988","Quantitative Methods For Finance","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"L2908","Quantitative Methods: Statistics And Analysis","20","Level 5","Postgraduate","Semester 2 2021/22","Y","NE",
"MM913","Quantitive Risk Analysis","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"R1901","Race, War And Colonialism: France 1914-44","20","Level 5","Postgraduate","Semester 2 2021/22","Y","EO",
"MP989","Radiobiology And Radiation Oncology: From Beam To Bedside","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"V1999","Red Continent: Africa And The Global Cold War","20","Level 5","Postgraduate","Semester 2 2021/22","Y","EO",
"BE901","Regenerative Medicine And Tissue Engineering","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"EC962","Regional Development Policy","10","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"BF983","Regulation Of The Electricity Industry","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"EE930","Regulatory Affairs And Asset Management","10","Level 6","Postgraduate","Semester 2 2021/22","N","EO",
"BE928","Rehabilitation Technology","10","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"NM967","Reliability-Based Structural Design And Plated Structures","10","Level 5","Postgraduate","Semester 2 2021/22","Y","NE",
"DM985","Remanufacturing","10","Level 5","Postgraduate","Semester 2 2021/22","Y","EO",
"NM969","Renewable Marine Energy Systems","10","Level 5","Postgraduate","Semester 2 2021/22","Y","NE",
"BF984","Research Colloquium","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"B9995","Research Enquiry And Development In Counselling And Psychotherapy","40","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"CS957","Research Methods","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"HR963","Research Methods","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"HR975","Research Methods (Pt)","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"CL997","Research Methods For Quantitative And Qualitative Approaches","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"MM908","Research Project","40","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MP807","Research Project","60","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"MP922","Research Project","60","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"NM982","Research Project - Ship And Offshore Technology","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"AG942","Research Project 1","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"AG998","Research Project 1","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"AG943","Research Project 2","20","Level 5","Postgraduate","Semester 2 2021/22","Y","NE",
"AG999","Research Project 2","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MP935","Research Project In Continuous Manufacturing And Crystallisation","60","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"B1912","Research Project In Physical Activity For Health","60","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"P3978","Research Skills In Media And Communication","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"M9842","Restorative Justice","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"MK827","Retail Marketing Management","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"MK999","Retail Marketing Management","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"MS806","Risk Analysis And Management","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"MS927","Risk Analysis And Management","10","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"EF932","Risk Management","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"EF938","Risk Management","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"AG919","Risk Management For Banks","10","Level 6","Postgraduate","Semester 2 2021/22","N","PE",
"MP829","Role And Professional Duties Of The Qp","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"SD903","Sales And Marketing Final Project","40","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"Z1950","Sales Lab","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"ME976","Satellite Applications For Sustainable Development Goals","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"ME975","Satellite Data Assimilation And Analysis","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"V1966","Scotland And Ulster In The Early Modern North Atlantic World","20","Level 5","Postgraduate","Semester 2 2021/22","Y","NE",
"MK800","Sector Studies","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"BF813","Semester 3 International Study","75","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MS825","Service Operations & Simulation (Spring School)","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"MS976","Service Operations And Simulation","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"MG854","Service Operations Simulation","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"BF826","Services Operations & Simulation","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"V1998","Setting Europe Ablaze: Resistance Movements In The Second World War","20","Level 5","Postgraduate","Semester 2 2021/22","Y","NE",
"NM835","Ship Operability And Control","10","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"L5967","Skilled And Reflective Use Of Self In Residential Child Care","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"CL917","Slopes And Walls","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"C8923","Social And Developmental Psychology (Spring)","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"Z1981","Social Strategy Lab","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"CS993","Software Engineering","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"EC981","Software For Quantitative Research","10","Level 6","Postgraduate","Semester 2 2021/22","N","EO",
"C8952","Software Skills","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"ME974","Spaceflight Systems (Pg)","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MM915","Spatial Statistics","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"MM928","Spatial Statistics","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MK803","Sports Marketing In A Global Context","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"MS803","Spreadsheet Modelling And Demand Forecasting","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"MM924","Statistical Modelling And Analysis","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"X3837","Stem Educational Landscape","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MS986","Stochastic Modelling For Analytics","10","Level 5","Postgraduate","Semester 2 2021/22","Y","EO",
"P3970","Strategic Communication","20","Level 5","Postgraduate","Semester 2 2021/22","Y","EO",
"MG825","Strategic Financial Management","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"MG855","Strategic Financial Management","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"MG936","Strategic Financial Management","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"L2984","Strategic Management For Sustainable Success","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MK825","Strategic Marketing Management","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"DM992","Strategic Procurement Management","10","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"MS997","Strategic Procurement Management","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"DM812","Strategic Procurement Management & Operations (Online)","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"AG936","Strategic Risk Management And Accounting","10","Level 6","Postgraduate","Semester 2 2021/22","N","EO",
"SD906","Strategic Sales Management","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MG863","Strategic Technology Management","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"MG868","Strategy Analysis And Evaluation","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"MS804","Strategy Modelling And Management","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"MS925","Strategy Modelling And Management","10","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"ME963","Structural Integrity","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"AB984","Structural Repairs And Strengthening","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"BF812","Study In Politecnico Di Milano","80","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"EC930","Summer Project","40","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"X9898","Supervising Postgraduate Research","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"MK817","Supply Chain Digitalisation","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"M9839","Surveillance, Technology And Crime Control","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"MM912","Survey Design And Analysis","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"AB981","Survey, Preliminary Studies And Investigations In Architectural Heritage","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"EF936","Sustainable Engineering Group Project","40","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"X7824","Synoptic Paper","60","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"EX933","Synthetic Biology","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"L5954","Systemic Supervision","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"DM993","Systems Architectures And Design","10","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"EE979","Systems Engineering Project","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"DM945","Systems Thinking And Modelling","10","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"X9894","Teaching Learning & Assessment Within The Disciplines","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"X3834","Teaching Physical Science In The Primary Sector","20","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"MG833","Technology And Organisational Change","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"EX950","Technology Commercialisation And The Entrepreneurial Ecosystem","15","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"CH926","Technology Entrepreneurship And Commercialisation","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"EX962","Technology Entrepreneurship And Commercialisation","15","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"L5984","The Context Of Social Work Research","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"L5988","The Contexts Of Criminal Justice Research","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"EX918","The Entrepreneurial Challenge: Creating A New Venture","15","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"MG874","The Game Changer","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"BE920","The Medical Device Regulatory Process","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"Z1983","The Social Impact Project","60","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"L5985","The Use Of Evidence In Social Work Research","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"PH964","Theoretical Quantum Information","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"X7799","Theory And Practice 3: Responding To The Impact Of Autism","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"X3946","Theory And Practice 3: Responding To The Impact Of Autism (Dl)","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"B9904","Therapeutic Process","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"BE900","Tissue Mechanics","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"M9861","Tomorrow'S Legal Industry","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"AG917","Topics In Corporate Finance","10","Level 6","Postgraduate","Semester 2 2021/22","N","PE",
"EC947","Topics In Public Economics","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"EC965","Topics In Public Economics","10","Level 5","Postgraduate","Semester 2 2021/22","Y","NE",
"QQ901","Transcultural Fandom And British Popular Culture","20","Level 5","Postgraduate","Semester 2 2021/22","Y","EO",
"L2973","Transformative Projects","60","Level 5","Postgraduate","Semester 2 2021/22","Y","NE",
"MB908","Transforming Customer Experience Through Financial Technologies","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"R5908","Translating For The Travel And Tourism Sector","20","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"R5901","Translation With Language Technology","20","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"EX951","Translational Study - Innovation And Entrepreneurship Masterclass","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"L2990","Understanding And Modelling Cities","20","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"CP931","Understanding Financial Information","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"C8994","Understanding Health (Spring)","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"BF828","Understanding Modern Businesses And Organisations","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"EX957","Understanding The Regulatory Environment Of Bioprocessing Industries","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"NM837","Underwater Vehicles","10","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"BE935","Upper Limb Prosthetics B","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"AB974","Urban Design Studio 3: Masterplanning","20","Level 5","Postgraduate","Semester 2 2021/22","Y","NE",
"AB939","Urban Theory","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"DM938","Vip - Robotic Vehicles For Education And Research (Sem 2)","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"X3807","Vip - Stem Education And Public Engagement (Sem 2)","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"BM931","Vip - Systems Biology Of Polarized Growth (Sem 2)","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"CL985","Vip Water And Sanitation Hygiene (Wash) Sem 2","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"Z1947","Virtual Incubator Project","60","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"CS807","Vulnerability Assessment & Security Testing","15","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"CL904","Waste Management And Landfill Design","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"EE961","Wind Turbine Power Conversion","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"EE959","Wind Turbine Technology 2","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"M9818","Work Based Learning In A Legal Environment","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"V1992","Work Placement In History","20","Level 5","Postgraduate","Semester 2 2021/22","Y","EO",
"X3831","Work-Based Project","40","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"CL936","Writing And Presenting Research","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"BF988","Writing Up Postgraduate Research","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
